CÓDIGO RENIPRESS,lat,lon
00007280,-6.54547333,-77.811515
00004892,-6.33839667,-77.88079833
00035843,-5.6361357,-78.5307552
00036361,-5.6361357,-78.5307552
00030949,-5.63964203,-78.53081322
00005057,-5.48432278,-78.42750406
00007264,-5.43090611,-78.40117231
00005062,-5.36977385,-78.5161875
00005058,-5.44369514,-78.38642907
00005065,-5.63915903,-78.39942245
00014209,-5.04509612,-78.26427824
00021230,-5.15974,-78.28835
00005084,-5.1594417,-78.287257
00005081,-4.86901258,-78.52249417
00004934,-5.84925534,-77.9092696
00009072,-5.95021597,-77.9794936
00004926,-5.917634,-77.78963568
00004928,-5.94356629,-77.97722101
00007055,-5.67772227,-77.93666067
00006922,-4.83413493,-77.94968267
00007329,-4.2273652,-78.3842227
00007377,-4.2273652,-78.3842227
00005176,-4.1618257,-77.71031569
00024191,-3.7392076,-77.8367282
00005187,-4.34556197,-77.69716414
00005177,-3.72566189,-77.70799266
00023135,-4.02333402,-77.77779657
00029271,-6.1380556,-77.9523124
00004875,-6.18595333,-78.35721
00007181,-6.20587333,-78.30294333
00007066,-6.58399,-78.09759
00007063,-6.16619333,-78.008995
00009671,-6.376185,-78.14105
00004902,-6.41891833,-78.11577333
00004854,-6.113205,-78.06186167
00007381,-6.60693833,-77.84872667
00004889,-6.511615,-77.89130333
00007064,-6.41980167,-77.92142167
00004855,-6.146975,-78.01163667
00032754,-6.39542195,-77.47737563
00028266,-6.39531502,-77.47971562
00004944,-6.3843291,-77.54697927
00004948,-6.60066721,-77.33178353
00004947,-6.55129879,-77.2372622
00009680,-6.517539,-77.026583
00032982,-5.7506808,-78.4472127
00005133,-5.89154602,-78.37749903
00028268,-5.7566749,-78.443932
00026955,-5.7555172,-78.4454625
00005134,-5.8957492,-78.3096886
00005132,-6.0986547,-78.4233981
00007043,-5.75307378,-78.44694034
00007198,-5.90782105,-78.44785281
00028971,-5.7523819,-78.4272615
00005102,-5.67619835,-78.33930243
00005097,-5.69649913,-78.34607651
00006659,-5.7227442,-78.28330747
00005113,-5.96635712,-78.58092664
00005069,-5.6559471,-78.5547905
00007273,-5.6714344,-78.6412922
00005143,-5.88984336,-78.26355328
00029703,-6.04917074,-78.39681234
00007204,-6.03212196,-78.48408187
00033548,-9.53179729,-77.52978503
00034106,-9.5261154,-77.5287792
00031563,-9.5330931,-77.5286297
00031027,-9.539405,-77.529173
00001555,-9.53097793,-77.50461682
00009962,-9.53116305,-77.528009
00001547,-9.58064667,-77.50655667
00001546,-9.59364833,-77.51508167
00016403,-9.53375,-77.52716
00031041,-9.49253,-77.53605
00001575,-9.45704955,-77.54769711
00001576,-9.43361632,-77.53679279
00030716,-9.46190203,-77.58374067
00001551,-9.666145,-77.461795
00001550,-9.62775,-77.49887
00001580,-9.37735239,-77.52876353
00006635,-9.81798,-77.67457167
00001847,-9.10799941,-77.01617315
00001542,-9.07647236,-77.38990734
00001479,-10.05847,-77.27379667
00001485,-10.15755,-77.47079833
00001496,-9.95999745,-77.09675504
00001507,-9.89725167,-76.942865
00001520,-9.25456235,-77.60584364
00001531,-9.38934509,-77.60767086
00035975,-9.47218206,-78.30363598
00001721,-9.7183495,-78.29332763
00001727,-9.36569614,-78.40740485
00001626,-8.52366593,-77.87439055
00001627,-8.60303,-77.99404667
00001818,-9.29090827,-77.07361367
00001824,-9.58596713,-77.17770317
00032297,-9.4878731,-77.1623183
00011237,-9.35632604,-77.01709642
00001836,-9.36005443,-77.07903375
00001751,-9.96520013,-77.85691182
00001741,-10.06808931,-78.15571838
00001752,-9.87585651,-77.70783871
00032155,-9.05020379,-77.80608199
00001593,-8.99916,-77.78162
00001592,-9.03105,-77.77618167
00001598,-8.752385,-77.95995333
00001785,-8.85614051,-77.39805931
00001794,-8.7705296,-77.30533078
00001650,-8.98969167,-77.45960333
00001792,-8.90685223,-77.34321689
00001759,-10.53384,-77.42271833
00001764,-10.43743551,-77.36631274
00001765,-8.81402076,-77.4641063
00001488,-10.18545013,-77.5551312
00031454,-9.05707165,-78.58185257
00001658,-8.94403612,-78.5170778
00001654,-9.08843009,-78.57040973
00001672,-8.87063242,-78.15358285
00001676,-8.98607928,-78.6153025
00001681,-8.94966512,-78.57995874
00027144,-9.147672,-78.507196
00016720,-9.1309096,-78.5226312
00001803,-8.53203,-77.48433667
00001804,-8.57182667,-77.553595
00001802,-8.53598877,-77.56566463
00001809,-8.66170667,-77.63030333
00001642,-9.22435296,-77.68607632
00001648,-9.016865,-77.46851333
00036041,-13.6333736,-72.8791195
00034566,-13.6361134,-72.8786796
00034456,-13.6415639,-72.8933335
00034107,-13.6396564,-72.8926263
00031450,-13.62992625,-72.88602818
00030680,-13.63394832,-72.8884824
00028279,-13.6326018,-72.87598974
00020616,-13.6359737,-72.8830089
00028109,-13.6391954,-72.8929
00002659,-13.62899,-72.88469667
00008828,-13.63810714,-72.89122328
00007689,-13.61922015,-72.91554856
00002662,-13.6801621,-72.86911017
00002630,-13.53678754,-72.69805466
00002649,-13.79670333,-72.83129
00013553,-13.70842833,-72.96215
00037143,-13.6616515,-73.3767641
00036898,-13.65738502,-73.39051556
00033885,-13.65651294,-73.38665349
00032231,-13.65648722,-73.38820121
00031177,-13.65654004,-73.38149555
00031923,-13.6563971,-73.38732664
00030687,-13.6616515,-73.3767641
00012994,-13.73379469,-73.39311621
00027041,-13.6616515,-73.3767641
00027984,-13.65645924,-73.38268108
00021664,-13.6559378,-73.3891535
00028544,-13.6616515,-73.3767641
00004136,-13.55063826,-73.34457222
00019629,-13.56474466,-73.36649927
00004135,-13.52493691,-73.34437105
00004133,-13.47578475,-73.37282392
00013001,-13.78318155,-73.54048482
00004158,-13.75907203,-73.52718272
00012268,-13.97695703,-73.53162056
00012269,-13.63089114,-73.1709985
00025860,-13.61209994,-73.10661614
00004191,-13.59080393,-73.26589767
00034251,-13.65378871,-73.37111154
00004182,-13.65255,-73.33412
00007236,-13.99872027,-73.60186205
00004162,-13.96243527,-73.60801104
00036730,-13.64849887,-73.43469571
00004195,-13.65920002,-73.42997622
00025851,-14.3386959,-72.8936384
00011932,-14.33505144,-72.71951807
00002556,-14.33916704,-72.89402342
00002560,-14.3897739,-72.94363613
00011640,-14.41253855,-72.59708767
00006909,-14.22122667,-72.97006167
00002561,-14.22223667,-73.01679
00032674,-14.2946636,-73.2446928
00002579,-14.07965449,-73.2397589
00002578,-14.13580502,-73.26864713
00035257,-13.9746892,-73.2173284
00002584,-14.17908167,-73.096815
00002565,-14.16527282,-73.31567807
00028290,-14.1413034,-73.1406487
00007693,-14.11216167,-73.125165
00036114,-14.003297,-72.2227613
00007211,-13.99399071,-72.15731506
00002628,-13.97973335,-72.26520931
00018006,-13.76946,-72.18958333
00002613,-13.76720931,-72.33873619
00002693,-13.82354863,-72.45399154
00002621,-14.18508878,-72.10518479
00035243,-14.1461568,-72.3381359
00028977,-14.09739042,-72.30767489
00011894,-13.5177661,-73.723513
00004138,-13.53926279,-73.66291794
00004148,-13.35473,-73.67857
00004154,-13.4744739,-73.57366964
00004143,-13.53214093,-73.60511005
00002596,-14.19130309,-72.78404247
00011215,-14.10346123,-72.70721744
00002657,-13.78578667,-72.49622333
00011520,-13.83993833,-72.577815
00036324,-16.41600607,-71.53609533
00036078,-16.3988569,-71.5482683
00034700,-16.4085776,-71.5281148
00034672,-16.3982992,-71.5267979
00034685,-16.40095296,-71.52289879
00031078,-16.3935521,-71.54368725
00014751,-16.40303737,-71.54608081
00027201,-16.4163883,-71.5337339
00013722,-16.39230167,-71.53996667
00007397,-16.414922,-71.530493
00028349,-16.39549784,-71.53127096
00008724,-16.3922236,-71.5399678
00026600,-16.3983256,-71.5268411
00026076,-16.3998069,-71.5391107
00027824,-16.40310755,-71.54616721
00017946,-16.40481496,-71.52966297
00017851,-16.398583,-71.547872
00017588,-16.4021444,-71.5505138
00014099,-16.40352317,-71.55005738
00018656,-16.40188361,-71.52118951
00014896,-16.39847086,-71.53308688
00012472,-16.4052077,-71.5399389
00015998,-16.4165767,-71.5334814
00030059,-16.4030788,-71.54613279
00008961,-16.41021681,-71.53439194
00028292,-16.40510823,-71.54900309
00018345,-16.4000773,-71.5348587
00011995,-16.3896534,-71.5291984
00001291,-16.38123178,-71.5188428
00034762,-16.39084613,-71.54784658
00034173,-16.39158586,-71.54833071
00027464,-16.3426764,-71.5427212
00021283,-16.3898391,-71.5503254
00001234,-16.35485264,-71.54222177
00015730,-16.3885936,-71.5500833
00034703,-16.380319,-71.5568112
00030782,-16.3767686,-71.5603595
00031616,-16.37697692,-71.55748919
00028261,-16.3536697,-71.5627515
00001249,-16.39405746,-71.57307258
00021551,-16.3802848,-71.5569081
00028447,-16.3927204,-71.56759155
00034970,-16.4408759,-71.5553461
00001273,-16.44873667,-71.55064167
00036967,-16.49531004,-71.83617509
00001329,-16.42200395,-71.85719181
00001323,-16.58611246,-71.92800737
00001322,-16.42251348,-71.81644588
00001294,-16.401929,-71.511537
00030345,-16.401146,-71.5059566
00029642,-16.3940148,-71.5282263
00036948,-16.41931297,-71.50730482
00034663,-16.42047696,-71.50839954
00034662,-16.4218041,-71.5063453
00032008,-16.4153922,-71.4714928
00017698,-16.42107376,-71.50804504
00026363,-16.42035279,-71.50612391
00023617,-16.41967187,-71.51564143
00025166,-16.42054874,-71.50838117
00001298,-16.4130014,-71.50016643
00001317,-16.40950532,-71.48503702
00001288,-16.5179115,-71.38953157
00001336,-16.3203908,-72.10105665
00023484,-16.4418538,-71.529367
00013306,-16.4678697,-71.9379111
00036458,-16.39485419,-71.54770217
00036962,-16.4090474,-71.537451
00032180,-16.385259,-71.540349
00030660,-16.3935065,-71.5438629
00028440,-16.3918648,-71.5430998
00030004,-16.3902568,-71.5453307
00014484,-16.3918748,-71.5431029
00023103,-16.38502733,-71.53917298
00034694,-16.4090474,-71.537451
00035214,-16.41245504,-71.51987123
00025484,-16.4341104,-71.5219477
00030344,-16.43198741,-71.52293051
00036489,-16.6235522,-72.7104708
00001356,-16.58546798,-72.73605156
00001351,-15.77487681,-73.36849961
00001371,-15.80371833,-73.96156
00001367,-15.65826,-74.08988
00001408,-15.53408137,-72.33186287
00001387,-15.49792624,-72.35984779
00001441,-15.57690917,-72.1300498
00024410,-15.2687483,-72.3404002
00001437,-15.71707333,-71.31845667
00001239,-16.02455833,-71.886475
00001255,-16.01506833,-72.01311933
00030864,-16.3416072,-72.1749706
00016721,-16.32091929,-72.22118986
00001342,-16.33641472,-72.25849961
00001341,-16.32123333,-72.23843853
00001326,-16.34173221,-72.17435375
00013310,-15.8403809,-72.6532936
00001440,-14.67226393,-72.02119796
00001445,-17.09015739,-71.76087434
00001450,-17.10759782,-71.84849396
00030863,-16.9968573,-72.1037161
00001448,-17.10025344,-71.90655986
00001461,-15.17498634,-72.8493917
00001465,-15.05981713,-72.692168
00001457,-15.26423642,-72.92812952
00037038,-13.16312785,-74.22573767
00036311,-13.1476079,-74.2263884
00036461,-13.14410846,-74.22784723
00033762,-13.16351961,-74.22524414
00034048,-13.1638737,-74.2235641
00032241,-13.1527115,-74.2260198
00030910,-13.1519533,-74.2251688
00030791,-13.14657411,-74.2268253
00027579,-13.1638737,-74.2235641
00026949,-13.150905,-74.2260977
00030115,-13.1562901,-74.2246928
00030337,-13.16321293,-74.22631873
00036317,-13.20101598,-74.0137533
00003547,-13.24564241,-74.03203647
00025643,-13.1847105,-74.22242592
00003577,-13.39248277,-73.9163231
00006882,-13.17806438,-74.21291928
00029753,-13.16690818,-74.2218666
00003599,-13.18172803,-74.20587546
00003570,-13.34272847,-74.53828948
00037080,-13.15625778,-74.21831904
00031727,-13.13615527,-74.20746514
00028685,-13.15487717,-74.21520468
00029067,-13.1638737,-74.2235641
00003497,-13.60464667,-74.13593167
00003495,-13.603645,-74.15430167
00003502,-13.58505,-74.352335
00026012,-13.5577859,-74.1959204
00003507,-13.55955833,-74.197615
00003625,-13.57686031,-74.46998137
00003622,-13.57873892,-74.44542622
00003660,-12.94185667,-74.26875167
00003658,-12.93698,-74.22884
00003651,-13.02510167,-74.15692167
00003662,-12.981775,-74.26951333
00003664,-12.91814667,-74.29727833
00003667,-12.76943,-74.25808167
00003748,-12.45005667,-73.965545
00029958,-12.28665908,-74.09031893
00003656,-12.73218442,-74.12686077
00003648,-12.34923667,-74.55829167
00003792,-13.01310667,-73.97698
00011445,-12.624509,-73.787699
00017613,-12.688634,-73.7373811
00003785,-13.28778333,-73.53229667
00025029,-13.27473243,-73.61131666
00027203,-12.7661348,-73.6550926
00003749,-12.76789,-73.653605
00027735,-14.68764485,-74.11536651
00003715,-14.19798119,-74.08828293
00003730,-14.23493283,-74.04114713
00003513,-14.97854833,-73.83839833
00003678,-14.17676333,-74.953115
00003679,-14.21861833,-74.92783167
00003723,-14.49419667,-74.25393
00003520,-15.12362333,-73.76996333
00003527,-15.35471167,-73.60517833
00003532,-14.84358333,-73.48727833
00003693,-15.186475,-73.34839833
00003706,-15.24518167,-73.45244167
00003719,-14.174875,-73.88584167
00003816,-14.75580833,-73.59049
00007096,-14.10497667,-73.6473
00006606,-13.76278021,-73.83392605
00003846,-13.69350492,-73.75780168
00037006,-7.1514933,-78.5081549
00033864,-7.1642172,-78.4823906
00036247,-7.1617465,-78.5127855
00036273,-7.1563705,-78.5131828
00035983,-7.1619447,-78.5136149
00033638,-7.1829588,-78.4888376
00034865,-7.14973863,-78.50754983
00035353,-7.150785,-78.5088663
00034838,-7.15643916,-78.51336474
00034847,-7.1649396,-78.4609854
00035059,-7.15566749,-78.51399181
00033489,-7.15544453,-78.514143
00035267,-7.1711196,-78.50189365
00033122,-7.1659452,-78.5066027
00032120,-7.1617465,-78.5127855
00032420,-7.1617465,-78.5127855
00032113,-7.161518,-78.5050398
00032421,-7.146512,-78.49283155
00028530,-7.1563252,-78.51487738
00026359,-7.1617465,-78.5127855
00027612,-7.1617465,-78.5127855
00029003,-7.14765389,-78.5153651
00023962,-7.1617465,-78.5127855
00024189,-7.1617465,-78.5127855
00029567,-7.1769597,-78.500347
00029447,-7.1483658,-78.5050719
00029627,-7.14956259,-78.51517654
00029097,-7.1617465,-78.5127855
00004653,-7.14631393,-78.6737509
00004595,-6.99898218,-78.34285703
00009857,-6.86508613,-78.52679597
00004636,-7.27836514,-78.32210643
00030077,-7.16171414,-78.4600198
00004649,-7.13227,-78.50398
00016886,-7.187558,-78.544977
00004633,-7.29234457,-78.49506255
00035752,-7.6248389,-78.0438294
00007650,-7.65431659,-78.03139011
00010278,-7.6224378,-78.0501622
00004529,-7.52873428,-78.32913065
00004516,-7.52745935,-78.06980719
00004524,-7.52039262,-77.96679633
00027952,-6.86080062,-78.14648472
00004474,-6.51099419,-78.25701596
00009078,-6.94195308,-78.20797561
00011156,-6.64194674,-78.30356197
00011149,-6.904639,-78.29204085
00036241,-6.558193,-78.6483843
00036211,-6.56198213,-78.64787736
00033505,-6.5620221,-78.65019479
00030773,-6.5608914,-78.6489534
00004674,-6.62262,-78.67043
00004667,-6.51086,-78.6121
00027330,-6.558193,-78.6483843
00004666,-6.52985,-78.637
00004659,-6.5615918,-78.65402665
00004754,-6.335485,-78.533915
00012266,-6.46961154,-78.4198093
00004757,-6.3927512,-78.69156248
00004698,-6.47196,-78.82662
00004696,-6.51731,-78.81885
00004766,-6.51372806,-79.18481411
00004715,-6.33670867,-79.01938587
00004714,-6.33376716,-79.06873606
00025513,-6.39142172,-78.61353704
00004746,-6.38795,-78.56196
00004748,-6.38662,-78.49877
00004727,-6.56822605,-78.49585076
00006811,-6.59744,-78.52834
00004538,-7.22042167,-78.840105
00004553,-7.38409169,-78.89679828
00004992,-6.28364265,-78.96104263
00006834,-6.5473,-78.76748
00004987,-6.41709,-78.75454
00007178,-6.4245751,-78.83128599
00006858,-6.38979017,-78.81738394
00006788,-6.33893333,-78.79111833
00025238,-6.38173542,-78.81725021
00004989,-6.41514221,-78.77786813
00004996,-6.43567,-78.77338
00006854,-6.39936167,-78.71855333
00006850,-6.38125,-78.83738
00007097,-6.43075,-78.81446
00006829,-6.1424036,-78.92057598
00006828,-6.10748303,-78.92139797
00007100,-6.22341667,-78.91659333
00005011,-6.28406,-79.12524
00007103,-6.17102,-78.60362
00005039,-6.24312,-78.61453
00004980,-6.14820633,-78.82458149
00005003,-6.22697423,-78.86714399
00011067,-6.17874531,-78.73050361
00006948,-6.35238,-78.701215
00011063,-6.490094,-78.62355414
00028457,-6.64951,-78.43922
00006816,-6.6652283,-78.44258354
00027021,-6.58924463,-78.43240449
00010544,-6.64878273,-78.61698846
00004782,-6.67111069,-78.52894909
00009870,-6.58360868,-78.47712122
00008802,-6.63956738,-78.56264678
00022092,-6.67951453,-78.51968951
00028355,-6.6712034,-78.7383574
00004802,-6.671074,-78.73611946
00012165,-6.81035303,-78.55497436
00006817,-6.76027624,-78.55762198
00004807,-6.75010202,-78.63920564
00036230,-5.7062776,-78.8118527
00034982,-5.7031227,-78.8081961
00031497,-5.7151587,-78.8072907
00015392,-5.6996181,-78.9288503
00028462,-5.7116759,-78.8061109
00029213,-5.71332177,-78.80692758
00025712,-5.7096789,-78.8166815
00029531,-5.7094412,-78.7986181
00029363,-5.7066389,-78.8050898
00004217,-5.88240357,-78.86226659
00031333,-5.92907961,-78.88518135
00004237,-5.8534206,-79.0010664
00004243,-5.57765058,-78.89277023
00027935,-5.99835,-79.223825
00009967,-5.56570758,-79.32017757
00004256,-5.46822557,-78.98938351
00004262,-5.40631697,-78.61149723
00004264,-5.42919829,-78.52026001
00024587,-5.14588748,-79.00139265
00024106,-5.1466732,-79.0047283
00004272,-5.15477,-79.01121
00007019,-5.14222006,-79.15078041
00007432,-5.4093374,-79.0013934
00004295,-5.43187,-78.94593
00010965,-5.1009645,-79.16315112
00004299,-4.97415317,-79.17677158
00004307,-5.10819338,-78.94051235
00004304,-5.00630833,-78.77858667
00004302,-4.79201,-78.72683
00034461,-7.332226,-78.1706939
00004509,-7.2804941,-78.23673511
00004494,-7.34880313,-78.0465152
00004499,-7.35684375,-77.89182955
00019285,-7.08577361,-78.8852592
00004571,-7.0015,-78.89577
00004534,-6.97723,-79.1791
00004621,-6.801649,-78.77797
00004565,-6.91726,-78.76055
00004609,-6.85619923,-78.71135936
00004535,-7.06395,-79.12735
00004577,-7.11497989,-78.82340393
00004582,-6.99732745,-78.72653511
00032626,-6.6200402,-78.9457948
00004779,-6.81178,-79.08665
00006929,-6.57705,-78.86891
00006841,-6.67817,-78.76768
00004710,-6.56318719,-79.05109564
00004836,-6.69074851,-78.85784368
00004837,-6.66288251,-78.8627019
00035023,-12.0435366,-77.1121029
00033700,-12.02555068,-77.0990125
00034345,-12.0508491,-77.1259843
00034631,-12.00967,-77.0972043
00032883,-12.0088954,-77.0997765
00030929,-12.00601652,-77.10286684
00031328,-12.04846201,-77.11009002
00007816,-12.06099107,-77.14257426
00028915,-12.0177558,-77.09981083
00027569,-12.02146085,-77.10418246
00027194,-12.009957,-77.09682549
00006248,-12.02515855,-77.10084785
00006244,-11.99509597,-77.12492365
00027032,-12.00286994,-77.10990821
00026692,-12.0099349,-77.0970909
00026739,-12.04291462,-77.09769626
00027740,-12.0057502,-77.1197521
00007948,-12.0150475,-77.097146
00025986,-12.04245774,-77.10781184
00013746,-12.05567551,-77.14062966
00018752,-12.01784055,-77.09879256
00006235,-12.04578311,-77.10425695
00014726,-12.060031,-77.1375387
00006243,-11.99616332,-77.12085548
00006668,-12.06067896,-77.14473313
00033567,-12.0594663,-77.0976608
00033056,-12.0571725,-77.1054134
00031893,-12.056822,-77.1121778
00014774,-12.0620967,-77.1232763
00026325,-12.06144354,-77.09854311
00008698,-12.059193,-77.12506748
00030272,-12.06168132,-77.0901556
00030271,-12.060525,-77.10280402
00008266,-12.0617901,-77.0901374
00023097,-12.0618019,-77.1244829
00036836,-12.0437551,-77.0982777
00034819,-12.041693,-77.0982156
00033332,-12.0387348,-77.0986102
00031872,-12.0427484,-77.0917003
00031395,-12.0417093,-77.0961774
00018445,-12.04328916,-77.09827355
00028570,-12.04194741,-77.09671251
00034764,-12.0689625,-77.1092774
00032198,-12.0663836,-77.124275
00026983,-12.06951082,-77.13151487
00027852,-12.0755982,-77.1146069
00010685,-12.0779867,-77.0882062
00019929,-12.0665626,-77.121078
00012877,-12.0680029,-77.1162722
00037044,-11.82955498,-77.12022341
00034657,-11.8734424,-77.1277528
00032845,-11.8754089,-77.1270476
00031979,-11.8322646,-77.1446339
00032835,-11.87375788,-77.12389267
00028453,-11.8736197,-77.1258165
00026125,-11.8735013,-77.127338
00029848,-11.8709356,-77.1210091
00029850,-11.82879367,-77.15500155
00030428,-11.8787652,-77.12724435
00006256,-11.82855773,-77.12271214
00029380,-11.87726528,-77.12920484
00006262,-11.88563281,-77.13208529
00006267,-11.84677854,-77.15225242
00010261,-11.88545383,-77.12759948
00010957,-11.8362719,-77.1614188
00034534,-11.8556585,-77.1250534
00034404,-11.8537358,-77.1250996
00029604,-11.8577575,-77.1226288
00029327,-11.8537378,-77.1251028
00036083,-13.52652535,-71.9470659
00035506,-13.51824204,-71.98717564
00033662,-13.5159839,-71.9709509
00034578,-13.5194245,-71.9741473
00032208,-13.52177269,-71.98148645
00032203,-13.52414748,-71.94484621
00031956,-13.52233598,-71.98188341
00031688,-13.52583074,-71.94786698
00031103,-13.51534161,-71.97034455
00030719,-13.52212214,-71.97815514
00028719,-13.52401237,-71.97997288
00015219,-13.5221006,-71.9793593
00012436,-13.53195,-71.9674626
00029199,-13.51965509,-71.97320379
00030066,-13.4948418,-72.04643445
00034584,-13.54669602,-71.89037315
00030727,-13.52995706,-71.90179756
00034167,-13.53195,-71.9674626
00031796,-13.53298617,-71.92332596
00031230,-13.53284336,-71.92587913
00029523,-13.53273493,-71.92225128
00028385,-13.52257069,-71.94610275
00016404,-13.53118394,-71.91373014
00013117,-13.52709866,-71.94264411
00020106,-13.5266501,-71.9482673
00030312,-13.5312582,-71.9341713
00035869,-13.52828964,-71.94582916
00036038,-13.5318651,-71.9682007
00036084,-13.53195,-71.9674626
00034207,-13.5312909,-71.9593989
00033631,-13.52381529,-71.96118588
00032081,-13.52619655,-71.96853862
00031380,-13.52385541,-71.95995241
00031904,-13.5240303,-71.97256477
00030905,-13.53195,-71.9674626
00031153,-13.52427185,-71.95720232
00031245,-13.5281698,-71.9527203
00028992,-13.52381908,-71.96928702
00027781,-13.52479501,-71.95599913
00026661,-13.5346909,-71.9490257
00028191,-13.52264922,-71.96249638
00026013,-13.53195,-71.9674626
00016037,-13.5311781,-71.96424931
00010420,-13.526486,-71.9508342
00029182,-13.52415,-71.95713
00025716,-13.52552844,-71.95293489
00010023,-13.53195,-71.9674626
00029504,-13.5305268,-71.9844654
00029226,-13.53503251,-71.96098701
00002336,-13.47721288,-72.44248445
00033779,-13.33495325,-71.95430556
00010759,-13.30973296,-72.02793652
00002341,-13.32199764,-71.95949633
00006975,-13.25938404,-71.76418492
00007142,-12.6260396,-72.37764164
00002374,-14.39740615,-71.49323422
00032339,-14.16484762,-71.52549391
00002376,-14.1635394,-71.4761483
00035523,-14.2713299,-71.2220832
00024663,-14.2713299,-71.2220832
00002391,-14.41671214,-71.11647662
00006983,-14.50538099,-72.08973027
00006985,-14.40261333,-72.17227167
00031900,-14.78686876,-71.41096001
00002413,-14.73543683,-71.62574643
00002415,-15.05369423,-71.12806676
00026386,-12.88191896,-72.69204831
00023719,-12.86661844,-72.69430629
00028553,-13.53195,-71.9674626
00028236,-12.647404,-73.0486446
00002450,-12.682405,-72.89374833
00024583,-12.6382111,-73.2041199
00002451,-12.65010167,-72.53275167
00002468,-12.43388983,-72.40612497
00008909,-12.52128158,-72.68972809
00002474,-12.64862727,-73.71034349
00002498,-12.455845,-73.86849167
00007114,-12.40078315,-73.88956026
00007113,-12.2564766,-73.95672327
00024637,-13.2552708,-73.2994259
00002481,-13.38928862,-73.18802484
00002509,-13.66579468,-71.92010905
00006979,-13.3294096,-71.7393761
00002517,-13.45287634,-71.5477008
00002520,-13.5042252,-71.65084022
00002522,-12.96863686,-71.42363688
00002530,-13.90522018,-71.50183647
00002535,-13.59198836,-70.97365724
00002537,-13.5948634,-71.76644672
00002539,-13.85991822,-71.52178917
00031231,-13.308324,-72.114354
00016337,-13.3057641,-72.1156281
00035495,-13.3057641,-72.1156281
00035449,-12.7861978,-74.9764024
00024861,-12.78560142,-74.96698785
00009476,-12.78557699,-74.97318955
00009388,-12.78674766,-74.9747651
00029295,-12.78659539,-74.98334396
00003913,-12.70568603,-75.2059158
00003876,-12.66983351,-74.88546211
00003869,-12.56717053,-74.73973644
00016896,-12.61227452,-74.68878259
00007343,-12.76398195,-74.86912313
00003882,-12.7593487,-74.80505734
00011208,-12.81233761,-74.73124719
00009132,-12.7832573,-74.9890025
00003854,-12.77531889,-74.9972611
00003900,-12.60764654,-74.95423454
00009502,-12.82619399,-74.58817886
00022075,-12.84267963,-74.57026949
00011234,-12.77294765,-74.66927631
00003928,-12.88888843,-74.40050745
00003931,-12.77354396,-74.72034483
00009707,-12.89833904,-74.51244872
00009706,-12.77880475,-74.59493432
00003943,-12.99680833,-74.72378833
00007373,-13.15933333,-74.60340167
00003948,-12.97964167,-74.73381
00003954,-12.93918667,-74.69719833
00003962,-13.013165,-74.440955
00003967,-13.11269333,-74.41867667
00003970,-13.113235,-74.59417333
00003969,-13.051625,-74.48441833
00004017,-13.12694,-75.54435
00004009,-13.16073167,-75.07254
00004030,-13.07583,-75.64751
00003992,-12.51704167,-74.545175
00003980,-12.66782167,-74.45619667
00012120,-12.58762167,-74.64614833
00009139,-13.60476121,-75.35286761
00004064,-14.0415839,-75.18489132
00004047,-13.8018,-75.24516
00004063,-13.79657549,-75.38021005
00004060,-13.84369,-75.3
00004056,-13.85801,-75.18668
00003898,-12.49821871,-74.82787884
00004101,-12.49303846,-74.98279878
00004079,-12.43920861,-74.91896129
00004094,-12.34990656,-74.72845321
00027596,-12.3773561,-74.8536372
00013663,-12.04376116,-74.58274959
00004129,-12.04748789,-74.59432479
00004103,-12.31590733,-75.07966316
00004102,-12.32703354,-75.07271609
00004126,-12.10262762,-74.75137747
00031079,-9.925162,-76.24288
00020046,-9.9277905,-76.2394787
00013852,-9.93053429,-76.23853616
00030229,-9.9207648,-76.2410843
00025104,-9.9276756,-76.2394474
00025303,-9.9207648,-76.2410843
00027890,-9.92118754,-76.23889562
00032101,-9.9402226,-76.24490186
00029692,-9.9207648,-76.2410843
00000762,-9.94107853,-76.17314634
00027655,-9.7856027,-76.05931556
00019614,-9.74988328,-76.25188718
00006887,-9.75169954,-76.26375236
00007740,-9.88481419,-76.3874442
00037087,-9.95239319,-76.25230532
00024576,-9.98760797,-76.24394214
00019091,-9.959315,-76.49783667
00009459,-9.95487167,-76.484055
00000827,-10.2233163,-76.29019948
00007742,-10.35006099,-76.12168411
00000835,-10.33883146,-76.16798219
00000839,-9.82463333,-76.800955
00017902,-9.6770407,-76.74466361
00000843,-9.81457167,-76.84041333
00000846,-9.73147333,-76.78403333
00007720,-9.4966154,-76.77240996
00000898,-9.52212438,-76.77588909
00032103,-9.29185514,-76.47222866
00000968,-9.9298454,-76.2432653
00000892,-9.49977679,-76.88179697
00015771,-9.30150197,-76.00076669
00000946,-9.18388217,-75.80339996
00000947,-9.18104369,-75.7962331
00029172,-8.92260058,-76.1712662
00000932,-9.27106333,-75.98777333
00000942,-9.287711,-75.931027
00000940,-9.24277161,-75.93609788
00000973,-9.4831,-75.94794
00037016,-10.08521819,-75.69633511
00028614,-9.89634953,-75.9950037
00007465,-9.97733313,-76.02581729
00027085,-9.3700275,-75.0341535
00000921,-9.25974,-74.88489833
00000931,-9.69980358,-75.4350242
00001105,-9.6734062,-75.4621467
00000917,-9.03863333,-74.78056667
00000916,-8.99579,-74.68354167
